7	13	20	42	47	9
5	19	25	30	50	42
9	20	24	25	36	23
11	42	52	53	55	28
13	22	33	51	52	42
8	10	22	25	55	22
5	34	40	45	46	21
15	22	26	30	32	31
5	25	41	48	51	35
9	13	23	29	54	34
6	18	20	28	38	37
24	27	42	47	50	8
14	30	35	40	43	2
1	11	20	21	46	18
6	19	32	33	40	39
3	25	43	45	55	40
3	6	38	42	45	30
7	12	17	22	43	16
2	19	44	45	56	43
6	26	33	39	55	1
3	16	25	30	44	42
9	17	34	52	53	2
1	32	36	42	53	4
5	6	51	53	55	12
15	25	37	38	52	4
17	24	35	46	54	33
3	4	5	7	36	16
5	12	13	46	50	10
10	12	22	44	48	16
14	16	38	40	49	29
1	5	13	18	33	30
2	24	31	50	55	44
14	29	32	43	49	14
2	13	23	32	35	4
7	21	24	41	51	10
18	26	35	36	43	24
12	13	29	49	52	20
13	25	26	28	56	39
5	14	34	36	52	42
7	15	27	46	56	39
9	15	31	42	45	41
20	40	46	48	54	27
2	14	20	29	44	32
13	17	24	34	56	24
11	21	37	53	54	12
27	30	36	38	45	13
1	20	23	24	33	29
8	17	18	26	47	37
5	29	35	52	53	9
3	10	18	36	38	41
2	13	28	34	45	36
12	14	20	47	48	24
17	21	28	48	54	1
5	12	31	51	56	1
7	24	40	48	50	15
6	36	39	45	52	45
7	15	24	43	44	22
8	20	39	53	55	10
7	11	22	27	31	33
16	29	32	36	55	12
1	20	32	37	39	9
2	4	7	27	41	4
13	14	25	34	50	6
8	10	18	29	33	10
2	12	45	46	56	20
1	18	31	46	52	37
9	25	48	51	56	7
4	7	19	50	52	15
14	18	35	39	49	14
1	2	17	47	49	19
4	16	17	28	31	8
8	11	23	48	52	5
27	28	30	42	50	22
4	17	18	51	54	31
15	27	36	38	42	32
25	29	38	39	46	4
2	4	35	36	48	22
3	5	12	16	34	27
14	23	27	36	45	36
16	25	31	43	46	28
27	36	43	49	54	33
24	39	40	43	46	2
2	16	25	30	48	26
29	31	32	41	52	42
1	35	53	54	56	44
2	7	8	18	29	46
31	34	36	51	55	4
18	22	28	44	53	46
24	32	37	39	40	44
5	21	27	44	53	36
7	27	32	37	38	30
8	11	28	37	53	12
15	19	20	32	38	21
14	20	25	40	44	37
11	24	27	49	55	23
10	37	39	49	54	8
6	20	23	40	56	36
14	25	26	31	56	17
9	10	12	22	41	4
14	15	31	32	43	20
6	10	26	30	33	16
3	12	21	38	44	45
7	8	47	51	52	5
5	25	31	33	34	41
9	22	37	41	43	30
8	18	21	42	46	11
2	4	5	40	48	7
9	14	34	50	51	40
8	16	21	25	27	16
7	9	41	53	54	38
5	18	21	28	36	20
8	17	25	28	53	1
7	12	18	31	55	30
11	17	28	29	36	42
3	12	16	32	33	15
6	20	24	25	34	44
24	30	42	53	54	20
2	4	23	27	36	37
12	24	28	29	36	41
1	3	14	30	52	10
14	17	26	27	28	5
6	7	20	41	51	38
35	36	40	42	52	45
5	16	41	46	50	1
13	24	44	48	52	30
15	28	43	51	52	11
1	8	27	31	50	40
1	4	14	45	53	33
19	32	42	49	56	29
5	20	38	47	54	35
6	7	8	13	40	12
2	13	18	36	46	36
9	15	20	24	55	3
8	37	38	45	54	21
13	35	36	43	52	5
3	5	48	50	53	4
17	22	39	50	52	46
4	16	23	25	40	22
1	10	18	29	55	8
7	18	27	35	54	34
7	13	48	51	54	11
9	13	25	36	48	2
5	17	32	39	53	36
9	23	45	48	50	3
22	38	48	50	55	29
14	25	41	42	50	40
2	20	37	43	46	4
14	43	44	50	56	7
